CustomerID,InvoiceDate,Quantity,UnitPrice,InvoiceNo,Description
CUST_0088,2025-11-05,2,5.72,1475,Pen Set
CUST_0161,2025-11-10,1,93.25,1476,Leather Wallet
CUST_0226,2025-11-01,2,14.59,1477,Notebook
CUST_0086,2025-12-01,2,138.73,1478,Shoes
CUST_0092,2025-11-11,1,78.86,1479,Backpack
CUST_0400,2025-11-26,2,59.59,1480,Leather Wallet
CUST_0084,2025-11-03,1,109.38,1481,Sunglasses
CUST_0246,2025-11-19,4,26.0,1482,Red T-shirt
CUST_0248,2025-11-12,1,129.45,1483,Shoes
CUST_0368,2025-11-19,1,10.92,1484,Notebook
CUST_0378,2025-11-08,1,20.99,1485,Coffee Mug
CUST_0111,2025-11-02,8,13.62,1486,Coffee Mug
CUST_0419,2025-11-11,2,102.82,1487,Shoes
CUST_0178,2025-11-09,2,93.35,1488,Leather Wallet
CUST_0223,2025-11-15,1,33.4,1489,Red T-shirt
CUST_0460,2025-11-10,2,66.6,1490,Leather Wallet
CUST_0158,2025-11-07,1,53.14,1491,Leather Wallet
CUST_0205,2025-11-05,1,7.84,1492,Hat
CUST_0108,2025-11-03,4,122.59,1493,Sunglasses
CUST_0138,2025-11-16,4,10.79,1494,Coffee Mug
CUST_0080,2025-11-25,1,8.68,1495,Pen Set
CUST_0490,2025-11-26,2,16.88,1496,Notebook
CUST_0162,2025-12-01,2,410.2,1497,Smartwatch
CUST_0387,2025-11-14,2,88.69,1498,Leather Wallet
CUST_0019,2025-11-11,2,184.28,1499,Sunglasses
CUST_0457,2025-11-28,4,26.89,1500,Hat
CUST_0427,2025-11-20,1,17.02,1501,Notebook
CUST_0031,2025-11-04,5,17.56,1502,Coffee Mug
CUST_0442,2025-11-07,1,115.57,1503,Backpack
CUST_0331,2025-11-26,1,65.27,1504,Leather Wallet
CUST_0021,2025-11-07,3,34.67,1505,Hat
CUST_0497,2025-11-15,1,87.61,1506,Backpack
CUST_0212,2025-11-11,2,22.76,1507,Hat
CUST_0076,2025-11-24,2,12.3,1508,Notebook
CUST_0439,2025-11-30,2,143.1,1509,Smartwatch
CUST_0414,2025-11-03,1,13.44,1510,Coffee Mug
CUST_0368,2025-11-25,1,22.78,1511,Coffee Mug
CUST_0157,2025-11-08,1,333.41,1512,Smartwatch
CUST_0111,2025-11-29,2,13.19,1513,Pen Set
CUST_0048,2025-11-09,1,93.14,1514,Leather Wallet
CUST_0356,2025-11-18,2,142.75,1515,Backpack
CUST_0068,2025-11-18,1,75.72,1516,Sunglasses
CUST_0065,2025-11-11,2,384.5,1517,Smartwatch
CUST_0223,2025-11-20,5,44.15,1518,Backpack
CUST_0440,2025-11-29,2,102.47,1519,Shoes
CUST_0002,2025-11-26,1,23.86,1520,Coffee Mug
CUST_0072,2025-11-06,1,120.59,1521,Sunglasses
CUST_0178,2025-11-17,2,136.13,1522,Shoes
CUST_0236,2025-12-01,2,142.82,1523,Leather Wallet
CUST_0441,2025-11-07,2,48.98,1524,Leather Wallet
CUST_0047,2025-11-25,2,7.88,1525,Pen Set
CUST_0170,2025-11-22,1,12.73,1526,Notebook
CUST_0449,2025-11-09,1,26.77,1527,Red T-shirt
CUST_0116,2025-11-12,1,118.57,1528,Leather Wallet
CUST_0321,2025-11-19,2,124.33,1529,Backpack
CUST_0190,2025-11-17,2,125.65,1530,Leather Wallet
CUST_0096,2025-11-28,1,153.5,1531,Backpack
CUST_0017,2025-11-20,1,57.76,1532,Sunglasses
CUST_0435,2025-11-10,1,127.43,1533,Shoes
CUST_0465,2025-11-21,1,9.41,1534,Coffee Mug
CUST_0475,2025-11-27,2,16.47,1535,Notebook
CUST_0420,2025-11-28,2,133.6,1536,Shoes
CUST_0397,2025-11-22,1,7.56,1537,Notebook
CUST_0109,2025-11-08,1,6.49,1538,Coffee Mug
CUST_0218,2025-11-29,1,28.32,1539,Hat
CUST_0224,2025-11-28,2,25.77,1540,Hat
CUST_0405,2025-11-21,1,21.87,1541,Notebook
CUST_0278,2025-12-01,3,31.46,1542,Hat
CUST_0467,2025-11-18,1,6.86,1543,Notebook
CUST_0262,2025-11-28,2,17.63,1544,Pen Set
CUST_0466,2025-11-08,1,16.19,1545,Coffee Mug
CUST_0289,2025-11-18,2,11.65,1546,Pen Set
CUST_0456,2025-11-24,1,121.37,1547,Sunglasses
CUST_0441,2025-11-06,3,49.82,1548,Shoes
CUST_0142,2025-11-10,10,82.79,1549,Shoes
CUST_0380,2025-11-17,1,32.5,1550,Red T-shirt
CUST_0113,2025-11-13,3,64.62,1551,Backpack
CUST_0115,2025-11-11,3,30.79,1552,Red T-shirt
CUST_0297,2025-11-25,3,27.01,1553,Red T-shirt
CUST_0160,2025-11-26,10,141.93,1554,Backpack
CUST_0398,2025-11-15,2,58.97,1555,Leather Wallet
CUST_0235,2025-11-12,2,15.59,1556,Hat
CUST_0417,2025-11-05,1,7.72,1557,Hat
CUST_0324,2025-11-08,5,22.35,1558,Coffee Mug
CUST_0348,2025-11-23,2,5.18,1559,Notebook
CUST_0443,2025-11-12,2,16.42,1560,Hat
CUST_0088,2025-11-11,8,6.15,1561,Pen Set
CUST_0132,2025-12-01,2,20.09,1562,Red T-shirt
CUST_0023,2025-11-16,4,6.8,1563,Coffee Mug
CUST_0158,2025-11-18,2,24.63,1564,Red T-shirt
CUST_0184,2025-11-16,1,15.92,1565,Notebook
CUST_0167,2025-11-04,1,113.3,1566,Sunglasses
CUST_0401,2025-11-17,3,10.52,1567,Notebook
CUST_0158,2025-11-20,1,45.53,1568,Leather Wallet
CUST_0146,2025-11-21,1,12.0,1569,Pen Set
CUST_0151,2025-11-24,8,13.87,1570,Coffee Mug
CUST_0085,2025-11-20,5,27.81,1571,Red T-shirt
CUST_0492,2025-11-22,1,373.89,1572,Smartwatch
CUST_0443,2025-11-29,2,112.58,1573,Shoes
CUST_0210,2025-11-11,1,9.57,1574,Pen Set
CUST_0344,2025-11-10,5,98.89,1575,Sunglasses
CUST_0205,2025-11-29,1,11.4,1576,Coffee Mug
CUST_0350,2025-11-24,10,96.93,1577,Backpack
CUST_0272,2025-11-24,2,60.38,1578,Leather Wallet
CUST_0399,2025-11-04,1,44.3,1579,Leather Wallet
CUST_0239,2025-11-24,2,13.27,1580,Notebook
CUST_0262,2025-11-16,1,19.84,1581,Hat
CUST_0213,2025-11-14,2,17.99,1582,Hat
CUST_0453,2025-11-05,3,80.06,1583,Shoes
CUST_0212,2025-11-12,1,19.55,1584,Red T-shirt
CUST_0063,2025-11-25,3,16.94,1585,Hat
CUST_0139,2025-11-04,1,123.03,1586,Backpack
CUST_0289,2025-11-17,2,13.52,1587,Pen Set
CUST_0236,2025-11-16,2,93.9,1588,Shoes
CUST_0311,2025-11-29,2,49.9,1589,Backpack
CUST_0104,2025-11-07,2,12.2,1590,Notebook
CUST_0064,2025-11-06,2,251.62,1591,Smartwatch
CUST_0221,2025-11-16,1,36.75,1592,Sunglasses
CUST_0172,2025-11-13,3,10.93,1593,Pen Set
CUST_0477,2025-11-07,3,15.77,1594,Notebook
CUST_0195,2025-11-28,1,176.03,1595,Shoes
CUST_0375,2025-11-10,8,22.26,1596,Coffee Mug
CUST_0468,2025-11-27,1,76.67,1597,Leather Wallet
CUST_0242,2025-11-29,5,20.88,1598,Coffee Mug
CUST_0068,2025-11-21,4,5.05,1599,Pen Set
CUST_0383,2025-11-19,3,4.27,1600,Pen Set
CUST_0402,2025-11-10,1,128.52,1601,Backpack
CUST_0120,2025-11-23,1,45.47,1602,Shoes
CUST_0464,2025-11-11,2,79.61,1603,Leather Wallet
CUST_0202,2025-11-03,2,58.1,1604,Leather Wallet
CUST_0287,2025-11-14,1,38.83,1605,Red T-shirt
CUST_0275,2025-11-17,4,5.36,1606,Pen Set
CUST_0343,2025-11-19,2,46.85,1607,Hat
CUST_0371,2025-11-12,4,88.13,1608,Backpack
CUST_0232,2025-11-28,10,32.61,1609,Hat
CUST_0357,2025-11-29,1,40.6,1610,Shoes
CUST_0185,2025-11-07,2,25.78,1611,Hat
CUST_0447,2025-11-07,1,182.2,1612,Sunglasses
CUST_0418,2025-11-07,1,10.75,1613,Notebook
CUST_0090,2025-11-10,2,11.12,1614,Coffee Mug
CUST_0072,2025-11-07,10,115.44,1615,Backpack
CUST_0451,2025-11-07,8,12.77,1616,Notebook
CUST_0290,2025-11-05,1,7.66,1617,Pen Set
CUST_0115,2025-11-22,1,29.87,1618,Coffee Mug
CUST_0322,2025-11-29,2,191.54,1619,Sunglasses
CUST_0214,2025-11-07,1,13.2,1620,Pen Set
CUST_0154,2025-11-08,2,157.73,1621,Sunglasses
CUST_0123,2025-11-30,2,143.54,1622,Sunglasses
CUST_0447,2025-11-09,1,118.15,1623,Backpack
CUST_0166,2025-11-23,3,11.6,1624,Pen Set
CUST_0336,2025-11-21,5,90.79,1625,Shoes
CUST_0433,2025-11-14,5,24.97,1626,Coffee Mug
CUST_0182,2025-11-28,2,22.59,1627,Red T-shirt
CUST_0482,2025-11-24,2,241.64,1628,Smartwatch
CUST_0220,2025-11-14,2,8.69,1629,Pen Set
CUST_0121,2025-11-29,1,28.41,1630,Hat
CUST_0414,2025-11-26,1,84.01,1631,Shoes
CUST_0121,2025-11-13,1,9.38,1632,Pen Set
CUST_0267,2025-11-06,2,22.71,1633,Red T-shirt
CUST_0365,2025-11-24,1,21.08,1634,Hat
CUST_0063,2025-11-25,2,27.48,1635,Red T-shirt
CUST_0423,2025-11-25,2,10.72,1636,Pen Set
CUST_0204,2025-11-13,2,154.07,1637,Smartwatch
CUST_0122,2025-11-27,4,403.13,1638,Smartwatch
CUST_0343,2025-11-25,2,21.87,1639,Coffee Mug
CUST_0305,2025-11-09,1,21.59,1640,Red T-shirt
CUST_0372,2025-11-24,1,25.09,1641,Red T-shirt
CUST_0470,2025-11-03,8,12.55,1642,Notebook
CUST_0256,2025-11-23,1,105.84,1643,Shoes
CUST_0029,2025-11-17,1,4.94,1644,Pen Set
CUST_0051,2025-11-03,1,161.21,1645,Backpack
CUST_0021,2025-11-09,1,44.32,1646,Backpack
CUST_0290,2025-11-27,1,38.28,1647,Red T-shirt
CUST_0012,2025-11-11,1,7.17,1648,Notebook
CUST_0347,2025-11-10,1,222.56,1649,Sunglasses
CUST_0412,2025-11-24,2,439.21,1650,Smartwatch
CUST_0184,2025-11-21,1,120.46,1651,Shoes
CUST_0015,2025-11-18,1,109.99,1652,Shoes
CUST_0290,2025-11-28,1,449.11,1653,Smartwatch
CUST_0389,2025-11-21,2,156.23,1654,Sunglasses
CUST_0466,2025-11-18,4,2.93,1655,Pen Set
CUST_0033,2025-11-18,1,133.68,1656,Shoes
CUST_0179,2025-11-20,10,145.84,1657,Shoes
CUST_0048,2025-11-22,3,28.25,1658,Hat
CUST_0452,2025-11-23,8,12.11,1659,Notebook
CUST_0006,2025-11-27,1,196.33,1660,Sunglasses
CUST_0466,2025-11-21,2,51.41,1661,Sunglasses
CUST_0367,2025-11-20,2,166.49,1662,Backpack
CUST_0163,2025-11-06,1,106.44,1663,Shoes
CUST_0466,2025-11-07,1,29.56,1664,Hat
CUST_0109,2025-11-13,2,18.05,1665,Coffee Mug
CUST_0256,2025-11-27,3,14.18,1666,Coffee Mug
CUST_0068,2025-11-11,2,121.67,1667,Sunglasses
CUST_0368,2025-11-14,1,49.87,1668,Shoes
CUST_0214,2025-11-17,2,14.82,1669,Notebook
CUST_0148,2025-11-26,1,4.94,1670,Pen Set
CUST_0378,2025-11-02,1,146.37,1671,Sunglasses
CUST_0251,2025-11-06,2,14.63,1672,Notebook
CUST_0475,2025-11-21,1,20.32,1673,Red T-shirt
CUST_0494,2025-11-15,1,113.3,1674,Backpack
CUST_0384,2025-11-08,5,39.89,1675,Hat
CUST_0195,2025-11-15,1,8.08,1676,Pen Set
CUST_0345,2025-11-04,2,3.87,1677,Notebook
CUST_0265,2025-11-07,1,106.1,1678,Leather Wallet
CUST_0457,2025-11-03,2,132.7,1679,Backpack
CUST_0169,2025-11-28,1,101.49,1680,Shoes
CUST_0451,2025-11-24,1,249.82,1681,Smartwatch
CUST_0077,2025-11-20,1,92.7,1682,Backpack
CUST_0483,2025-11-21,2,21.85,1683,Coffee Mug
CUST_0444,2025-11-11,4,192.87,1684,Sunglasses
CUST_0312,2025-11-23,2,6.6,1685,Coffee Mug
CUST_0389,2025-11-24,1,26.66,1686,Hat
CUST_0319,2025-11-13,3,8.85,1687,Hat
CUST_0265,2025-11-09,2,5.64,1688,Pen Set
CUST_0039,2025-11-14,3,25.2,1689,Red T-shirt
CUST_0250,2025-11-23,3,32.85,1690,Shoes
CUST_0047,2025-11-10,10,26.28,1691,Red T-shirt
CUST_0331,2025-11-11,8,65.63,1692,Backpack
CUST_0139,2025-11-13,3,16.79,1693,Coffee Mug
CUST_0356,2025-11-18,2,143.62,1694,Sunglasses
CUST_0458,2025-11-14,4,125.18,1695,Backpack
CUST_0150,2025-11-10,1,55.12,1696,Backpack
CUST_0205,2025-11-29,2,28.99,1697,Red T-shirt
CUST_0113,2025-11-02,1,84.27,1698,Shoes
CUST_0065,2025-11-11,2,84.4,1699,Leather Wallet
CUST_0079,2025-11-23,1,327.42,1700,Smartwatch
CUST_0187,2025-11-30,5,135.54,1701,Smartwatch
CUST_0436,2025-12-01,1,11.17,1702,Notebook
CUST_0454,2025-11-15,1,20.81,1703,Coffee Mug
CUST_0050,2025-11-05,2,20.51,1704,Red T-shirt
CUST_0077,2025-11-16,2,109.43,1705,Leather Wallet
CUST_0350,2025-11-10,4,12.43,1706,Notebook
CUST_0325,2025-11-19,3,14.1,1707,Coffee Mug
CUST_0265,2025-11-23,2,82.14,1708,Leather Wallet
CUST_0318,2025-11-03,1,428.74,1709,Smartwatch
CUST_0190,2025-11-21,1,168.14,1710,Backpack
CUST_0450,2025-11-16,1,151.06,1711,Shoes
CUST_0109,2025-11-20,1,90.98,1712,Sunglasses
CUST_0041,2025-11-27,2,26.78,1713,Hat
CUST_0362,2025-11-15,4,7.36,1714,Coffee Mug
CUST_0035,2025-11-18,5,449.4,1715,Smartwatch
CUST_0065,2025-11-06,2,19.78,1716,Notebook
CUST_0082,2025-11-27,1,24.19,1717,Red T-shirt
CUST_0494,2025-11-02,1,3.48,1718,Notebook
CUST_0348,2025-11-23,2,149.55,1719,Sunglasses
CUST_0233,2025-11-22,1,80.19,1720,Leather Wallet
CUST_0490,2025-11-20,1,184.75,1721,Sunglasses
CUST_0390,2025-11-26,2,26.88,1722,Red T-shirt
CUST_0387,2025-11-07,2,11.96,1723,Notebook
CUST_0035,2025-11-03,2,15.95,1724,Pen Set
CUST_0282,2025-11-24,10,17.4,1725,Notebook
CUST_0392,2025-11-03,3,10.87,1726,Pen Set
CUST_0425,2025-11-30,4,25.88,1727,Sunglasses
CUST_0431,2025-11-27,2,120.85,1728,Backpack
CUST_0139,2025-11-20,1,15.97,1729,Hat
CUST_0227,2025-11-05,1,46.14,1730,Leather Wallet
CUST_0074,2025-11-24,2,89.38,1731,Sunglasses
CUST_0373,2025-11-18,1,235.6,1732,Smartwatch
CUST_0044,2025-11-07,4,40.85,1733,Leather Wallet
CUST_0190,2025-11-19,4,92.26,1734,Sunglasses
CUST_0355,2025-11-09,2,171.12,1735,Backpack
CUST_0253,2025-11-12,4,116.7,1736,Sunglasses
CUST_0431,2025-11-29,2,16.19,1737,Coffee Mug
CUST_0043,2025-11-12,2,102.07,1738,Shoes
CUST_0461,2025-11-18,1,197.57,1739,Sunglasses
CUST_0140,2025-11-11,5,119.83,1740,Leather Wallet
CUST_0288,2025-11-30,2,40.08,1741,Sunglasses
CUST_0210,2025-11-07,1,22.06,1742,Red T-shirt
CUST_0306,2025-11-19,2,14.8,1743,Red T-shirt
CUST_0062,2025-11-05,2,109.86,1744,Shoes
CUST_0386,2025-11-22,1,28.56,1745,Red T-shirt
CUST_0343,2025-11-12,2,34.0,1746,Backpack
CUST_0165,2025-11-18,2,173.69,1747,Backpack
CUST_0397,2025-11-29,1,6.98,1748,Coffee Mug
CUST_0354,2025-11-09,1,31.55,1749,Red T-shirt
CUST_0062,2025-11-06,1,11.46,1750,Notebook
CUST_0158,2025-11-11,2,8.32,1751,Coffee Mug
CUST_0204,2025-11-04,1,329.54,1752,Smartwatch
CUST_0297,2025-11-08,2,6.88,1753,Notebook
CUST_0126,2025-11-07,5,13.56,1754,Notebook
CUST_0227,2025-11-24,5,34.87,1755,Red T-shirt
CUST_0248,2025-11-09,4,39.84,1756,Sunglasses
CUST_0038,2025-11-20,2,10.39,1757,Coffee Mug
CUST_0446,2025-11-17,3,129.32,1758,Shoes
CUST_0498,2025-11-10,1,135.36,1759,Sunglasses
CUST_0122,2025-11-09,2,35.26,1760,Sunglasses
CUST_0309,2025-11-11,2,5.18,1761,Coffee Mug
CUST_0224,2025-11-25,2,5.77,1762,Pen Set
CUST_0355,2025-11-24,2,14.86,1763,Red T-shirt
CUST_0339,2025-11-17,2,14.29,1764,Coffee Mug
CUST_0304,2025-11-18,4,2.85,1765,Pen Set
CUST_0189,2025-11-16,1,10.35,1766,Coffee Mug
CUST_0288,2025-11-01,4,17.68,1767,Red T-shirt
CUST_0167,2025-11-27,1,32.37,1768,Backpack
CUST_0372,2025-11-10,1,474.44,1769,Smartwatch
CUST_0198,2025-11-26,4,39.5,1770,Red T-shirt
CUST_0362,2025-11-10,1,83.82,1771,Leather Wallet
CUST_0486,2025-11-06,1,36.79,1772,Hat
CUST_0058,2025-11-17,4,9.75,1773,Hat
CUST_0217,2025-11-27,1,6.88,1774,Pen Set
CUST_0238,2025-11-18,3,10.79,1775,Notebook
CUST_0163,2025-11-25,2,78.18,1776,Shoes
CUST_0397,2025-11-23,1,24.22,1777,Red T-shirt
CUST_0056,2025-11-16,1,9.77,1778,Coffee Mug
CUST_0035,2025-11-06,1,8.94,1779,Pen Set
CUST_0465,2025-11-19,1,30.37,1780,Backpack
CUST_0475,2025-11-11,1,107.01,1781,Leather Wallet
CUST_0426,2025-11-26,2,161.34,1782,Sunglasses
CUST_0359,2025-11-07,1,40.83,1783,Hat
CUST_0054,2025-12-01,3,107.83,1784,Leather Wallet
CUST_0188,2025-11-22,2,8.06,1785,Hat
CUST_0327,2025-11-03,4,43.77,1786,Shoes
CUST_0356,2025-11-23,4,23.27,1787,Sunglasses
CUST_0252,2025-11-15,2,118.08,1788,Sunglasses
CUST_0387,2025-11-03,8,150.56,1789,Backpack
CUST_0224,2025-11-14,1,132.87,1790,Backpack
CUST_0390,2025-11-14,1,14.85,1791,Notebook
CUST_0294,2025-11-20,1,8.27,1792,Coffee Mug
CUST_0347,2025-11-17,2,340.31,1793,Smartwatch
CUST_0290,2025-11-21,2,41.46,1794,Hat
CUST_0354,2025-11-13,2,9.35,1795,Hat
CUST_0035,2025-11-09,4,191.32,1796,Sunglasses
CUST_0260,2025-11-19,1,6.73,1797,Pen Set
CUST_0314,2025-11-05,2,92.73,1798,Leather Wallet
CUST_0358,2025-11-29,1,32.3,1799,Hat
CUST_0192,2025-11-21,3,101.29,1800,Leather Wallet
CUST_0281,2025-11-05,8,55.59,1801,Backpack
CUST_0282,2025-11-29,1,148.44,1802,Sunglasses
CUST_0411,2025-11-14,3,48.0,1803,Backpack
CUST_0357,2025-11-18,2,92.63,1804,Sunglasses
CUST_0181,2025-11-29,4,8.21,1805,Notebook
CUST_0442,2025-11-29,2,22.94,1806,Notebook
CUST_0494,2025-11-19,10,96.31,1807,Sunglasses
CUST_0355,2025-11-22,2,20.16,1808,Hat
CUST_0114,2025-11-15,5,179.76,1809,Sunglasses
CUST_0249,2025-11-26,1,395.17,1810,Smartwatch
CUST_0327,2025-11-09,4,64.41,1811,Shoes
CUST_0347,2025-12-01,8,57.21,1812,Backpack
CUST_0364,2025-11-29,1,20.05,1813,Coffee Mug
CUST_0272,2025-11-08,4,10.82,1814,Pen Set
CUST_0104,2025-11-11,2,35.79,1815,Sunglasses
CUST_0371,2025-11-11,4,33.15,1816,Red T-shirt
CUST_0432,2025-11-27,2,9.21,1817,Pen Set
CUST_0070,2025-11-03,1,5.66,1818,Notebook
CUST_0260,2025-11-20,3,40.65,1819,Hat
CUST_0344,2025-11-12,2,446.49,1820,Smartwatch
CUST_0020,2025-11-02,1,21.13,1821,Coffee Mug
CUST_0172,2025-11-05,8,100.2,1822,Backpack
CUST_0087,2025-11-08,5,75.37,1823,Leather Wallet
CUST_0241,2025-11-30,5,20.19,1824,Red T-shirt
CUST_0135,2025-11-16,1,24.88,1825,Coffee Mug
CUST_0268,2025-12-01,1,154.45,1826,Sunglasses
CUST_0060,2025-11-12,4,8.56,1827,Notebook
CUST_0393,2025-11-18,1,9.44,1828,Hat
CUST_0330,2025-11-12,1,120.87,1829,Shoes
CUST_0478,2025-11-28,1,248.92,1830,Smartwatch
CUST_0433,2025-12-01,1,88.91,1831,Leather Wallet
CUST_0021,2025-11-15,3,11.72,1832,Pen Set
CUST_0023,2025-11-11,2,17.11,1833,Notebook
CUST_0473,2025-11-04,3,50.14,1834,Shoes
CUST_0200,2025-11-08,4,23.48,1835,Hat
CUST_0316,2025-11-08,2,5.88,1836,Notebook
CUST_0050,2025-11-06,2,9.93,1837,Coffee Mug
CUST_0255,2025-11-28,2,70.27,1838,Sunglasses
CUST_0093,2025-11-13,2,15.0,1839,Notebook
CUST_0105,2025-11-22,1,14.28,1840,Notebook
CUST_0423,2025-11-28,3,20.57,1841,Hat
CUST_0076,2025-11-25,2,98.08,1842,Shoes
CUST_0092,2025-11-15,1,59.32,1843,Backpack
CUST_0412,2025-11-21,2,14.42,1844,Hat
CUST_0374,2025-11-21,3,105.03,1845,Leather Wallet
CUST_0018,2025-11-15,1,420.47,1846,Smartwatch
CUST_0036,2025-11-14,1,29.39,1847,Red T-shirt
CUST_0146,2025-11-22,2,10.64,1848,Coffee Mug
CUST_0197,2025-11-29,1,6.51,1849,Pen Set
CUST_0414,2025-11-13,2,78.2,1850,Leather Wallet
CUST_0161,2025-11-30,3,5.97,1851,Notebook
CUST_0329,2025-11-21,3,13.38,1852,Pen Set
CUST_0140,2025-11-19,1,205.55,1853,Smartwatch
CUST_0274,2025-11-12,10,6.26,1854,Coffee Mug
CUST_0491,2025-11-10,1,119.79,1855,Leather Wallet
CUST_0169,2025-11-08,2,51.83,1856,Backpack
CUST_0034,2025-11-05,1,13.04,1857,Coffee Mug
CUST_0213,2025-11-12,5,15.83,1858,Notebook
CUST_0460,2025-11-13,1,4.32,1859,Pen Set
CUST_0287,2025-11-26,2,3.5,1860,Pen Set
CUST_0012,2025-11-07,2,17.99,1861,Coffee Mug
CUST_0296,2025-11-27,2,13.11,1862,Pen Set
CUST_0493,2025-11-13,1,44.29,1863,Hat
CUST_0082,2025-11-15,2,118.31,1864,Backpack
CUST_0149,2025-11-16,2,139.91,1865,Backpack
CUST_0182,2025-11-21,5,16.34,1866,Coffee Mug
CUST_0407,2025-11-20,1,4.03,1867,Notebook
CUST_0212,2025-11-10,1,95.35,1868,Shoes
CUST_0172,2025-11-13,2,27.0,1869,Red T-shirt
CUST_0389,2025-11-11,1,48.9,1870,Leather Wallet
CUST_0196,2025-11-11,2,7.21,1871,Pen Set
CUST_0337,2025-11-24,5,121.09,1872,Sunglasses
CUST_0109,2025-11-12,1,18.9,1873,Red T-shirt
CUST_0302,2025-11-24,1,4.03,1874,Pen Set
CUST_0479,2025-11-07,8,102.05,1875,Leather Wallet
CUST_0008,2025-11-07,1,85.43,1876,Backpack
CUST_0483,2025-11-26,2,344.69,1877,Smartwatch
CUST_0127,2025-11-03,2,156.69,1878,Smartwatch
CUST_0351,2025-11-11,2,248.89,1879,Smartwatch
CUST_0029,2025-11-20,1,32.33,1880,Hat
CUST_0358,2025-11-03,1,51.63,1881,Backpack
CUST_0185,2025-11-07,1,64.3,1882,Leather Wallet
CUST_0462,2025-11-14,5,380.1,1883,Smartwatch
CUST_0276,2025-11-08,1,51.64,1884,Backpack
CUST_0154,2025-11-30,3,4.78,1885,Notebook
CUST_0125,2025-11-23,1,157.61,1886,Backpack
CUST_0153,2025-11-08,2,3.63,1887,Pen Set
CUST_0365,2025-11-12,2,20.29,1888,Notebook
CUST_0102,2025-11-17,2,12.72,1889,Hat
CUST_0349,2025-11-19,2,17.32,1890,Coffee Mug
CUST_0305,2025-11-20,2,4.24,1891,Notebook
CUST_0150,2025-11-27,1,170.63,1892,Sunglasses
CUST_0017,2025-11-13,3,55.58,1893,Shoes
CUST_0437,2025-11-03,2,62.13,1894,Backpack
CUST_0269,2025-11-02,1,8.78,1895,Pen Set
CUST_0263,2025-11-30,1,132.27,1896,Smartwatch
CUST_0438,2025-11-09,1,22.34,1897,Hat
CUST_0400,2025-11-29,1,11.21,1898,Notebook
CUST_0255,2025-11-29,5,15.23,1899,Notebook
CUST_0053,2025-11-04,2,17.59,1900,Red T-shirt
CUST_0171,2025-11-24,3,144.44,1901,Shoes
CUST_0237,2025-11-29,1,160.05,1902,Shoes
CUST_0473,2025-11-06,5,20.29,1903,Hat
CUST_0378,2025-11-13,2,18.45,1904,Red T-shirt
CUST_0487,2025-11-08,1,39.83,1905,Shoes
CUST_0459,2025-11-15,2,11.51,1906,Coffee Mug
CUST_0179,2025-11-02,2,16.27,1907,Notebook
CUST_0383,2025-11-19,3,8.72,1908,Coffee Mug
CUST_0212,2025-11-23,2,37.34,1909,Red T-shirt
CUST_0058,2025-11-19,1,34.76,1910,Red T-shirt
CUST_0108,2025-11-23,2,141.66,1911,Sunglasses
CUST_0213,2025-11-16,2,13.76,1912,Notebook
CUST_0118,2025-11-17,2,3.67,1913,Pen Set
CUST_0183,2025-11-01,2,3.19,1914,Pen Set
CUST_0247,2025-11-19,1,189.82,1915,Sunglasses
CUST_0182,2025-11-09,4,200.8,1916,Smartwatch
CUST_0469,2025-11-13,1,95.14,1917,Leather Wallet
CUST_0437,2025-11-20,8,66.62,1918,Shoes
CUST_0164,2025-11-07,2,18.5,1919,Red T-shirt
CUST_0300,2025-11-04,2,208.45,1920,Smartwatch
CUST_0142,2025-11-06,1,29.86,1921,Sunglasses
CUST_0253,2025-12-01,2,42.22,1922,Leather Wallet
CUST_0008,2025-11-27,2,54.31,1923,Backpack
CUST_0291,2025-11-05,1,10.86,1924,Notebook
CUST_0037,2025-11-13,1,44.78,1925,Hat
CUST_0034,2025-11-12,1,63.5,1926,Shoes
CUST_0414,2025-11-12,2,13.46,1927,Coffee Mug
CUST_0313,2025-11-27,2,66.43,1928,Leather Wallet
CUST_0144,2025-11-22,2,23.75,1929,Coffee Mug
CUST_0050,2025-11-30,1,7.65,1930,Notebook
CUST_0124,2025-12-01,1,385.55,1931,Smartwatch
CUST_0350,2025-11-18,3,9.55,1932,Pen Set
CUST_0362,2025-11-30,4,81.69,1933,Backpack
CUST_0113,2025-11-26,1,94.34,1934,Shoes
CUST_0362,2025-11-05,4,144.49,1935,Backpack
CUST_0027,2025-11-09,1,61.87,1936,Shoes
CUST_0170,2025-11-10,1,27.99,1937,Sunglasses
CUST_0091,2025-11-05,1,20.99,1938,Notebook
CUST_0349,2025-11-19,3,16.49,1939,Notebook
CUST_0309,2025-11-03,5,22.85,1940,Red T-shirt
CUST_0308,2025-11-12,3,17.73,1941,Hat
CUST_0251,2025-11-11,1,89.34,1942,Shoes
CUST_0392,2025-11-23,2,57.05,1943,Leather Wallet
CUST_0192,2025-11-23,1,9.87,1944,Hat
CUST_0221,2025-11-27,2,142.64,1945,Backpack
CUST_0455,2025-11-13,2,374.2,1946,Smartwatch
CUST_0142,2025-12-01,5,167.21,1947,Backpack
CUST_0294,2025-11-21,1,2.92,1948,Pen Set
CUST_0261,2025-11-22,2,137.0,1949,Sunglasses
CUST_0044,2025-11-13,1,93.76,1950,Leather Wallet
CUST_0046,2025-11-11,4,17.63,1951,Hat
